2.850,.143465E+01,-.743729E+00,.110714E+01,-.320777E+00,-.463759E-01,.139797E+00,.133704E+01,-.578497E-01,.136519E+01,.344612E-01
2.900,.141037E+01,-.716966E+00,.110170E+01,-.312413E+00,-.432349E-01,.134001E+00,.133662E+01,-.548779E-01,.136223E+01,.324443E-01
2.950,.138842E+01,-.692557E+00,.109670E+01,-.304563E+00,-.403998E-01,.128614E+00,.133626E+01,-.521096E-01,.135962E+01,.305920E-01
3.000,.136848E+01,-.670175E+00,.109210E+01,-.297176E+00,-.378310E-01,.123592E+00,.133595E+01,-.495271E-01,.135731E+01,.288862E-01
3.050,.135027E+01,-.649555E+00,.108785E+01,-.290205E+00,-.354952E-01,.118897E+00,.133567E+01,-.471147E-01,.135527E+01,.273117E-01
3.100,.133356E+01,-.630448E+00,.108391E+01,-.283612E+00,-.333643E-01,.114497E+00,.133543E+01,-.448580E-01,.135344E+01,.258553E-01
3.150,.131821E+01,-.612733E+00,.108025E+01,-.277362E+00,-.314146E-01,.110364E+00,.133521E+01,-.427446E-01,.135181E+01,.245052E-01
3.200,.130405E+01,-.596220E+00,.107684E+01,-.271427E+00,-.296258E-01,.106474E+00,.133503E+01,-.407630E-01,.135035E+01,.232515E-01
3.250,.129093E+01,-.580779E+00,.107366E+01,-.265780E+00,-.279803E-01,.102806E+00,.133486E+01,-.389028E-01,.134903E+01,.220853E-01
3.300,.127875E+01,-.566297E+00,.107069E+01,-.260398E+00,-.264631E-01,.993412E-01,.133471E+01,-.371549E-01,.134784E+01,.209986E-01
3.350,.126741E+01,-.552680E+00,.106791E+01,-.255261E+00,-.250610E-01,.960636E-01,.133458E+01,-.355106E-01,.134677E+01,.199845E-01
3.400,.125683E+01,-.539842E+00,.106530E+01,-.250350E+00,-.237626E-01,.929582E-01,.133447E+01,-.339625E-01,.134580E+01,.190367E-01
3.450,.124694E+01,-.527713E+00,.106284E+01,-.245650E+00,-.225580E-01,.900120E-01,.133436E+01,-.325034E-01,.134491E+01,.181498E-01
3.500,.123766E+01,-.516229E+00,.106053E+01,-.241146E+00,-.214382E-01,.872133E-01,.133427E+01,-.311271E-01,.134411E+01,.173187E-01
3.550,.122896E+01,-.505340E+00,.105836E+01,-.236824E+00,-.203954E-01,.845515E-01,.133419E+01,-.298276E-01,.134338E+01,.165390E-01
3.600,.122077E+01,-.494983E+00,.105630E+01,-.232673E+00,-.194229E-01,.820171E-01,.133411E+01,-.285997E-01,.134270E+01,.158066E-01
3.650,.121305E+01,-.485124E+00,.105436E+01,-.228681E+00,-.185145E-01,.796015E-01,.133405E+01,-.274384E-01,.134209E+01,.151179E-01
3.700,.120577E+01,-.475722E+00,.105252E+01,-.224839E+00,-.176646E-01,.772967E-01,.133399E+01,-.263394E-01,.134153E+01,.144696E-01
3.750,.119888E+01,-.466743E+00,.105078E+01,-.221138E+00,-.168685E-01,.750956E-01,.133393E+01,-.252984E-01,.134101E+01,.138587E-01
3.800,.119236E+01,-.458156E+00,.104913E+01,-.217569E+00,-.161216E-01,.729917E-01,.133388E+01,-.243116E-01,.134053E+01,.132824E-01
3.850,.118619E+01,-.449934E+00,.104756E+01,-.214126E+00,-.154202E-01,.709790E-01,.133384E+01,-.233756E-01,.134009E+01,.127383E-01
3.900,.118033E+01,-.442051E+00,.104607E+01,-.210800E+00,-.147606E-01,.690519E-01,.133380E+01,-.224871E-01,.133969E+01,.122241E-01
3.950,.117476E+01,-.434483E+00,.104465E+01,-.207586E+00,-.141396E-01,.672054E-01,.133376E+01,-.216431E-01,.133931E+01,.117378E-01
4.000,.116947E+01,-.427212E+00,.104330E+01,-.204477E+00,-.135543E-01,.654349E-01,.133373E+01,-.208409E-01,.133897E+01,.112774E-01
